etID  | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk {GOLD} | Old North Tosk {GOLD} | Standard Albanian | Output {GOLD}
64     | #bˈeːstiɑm# | *#bˈeːstjɑ# | *#bˈistjɑ# | *#bˈistjɑ# | *#bˈiʃ?1ɑ# | *#bˈiʃ?1ɑ# | *#bˈiːʃ?1ə# {GOLD: >*} | *#bˈiːʃ?1ə# {GOLD: >*} | *#bˈiʃ?1ə# {GOLD: >*} | *#bˈit͡ʃ?1ə# | *#bˈit͡ʃ?1ə# {GOLD: #bˈiʃə#}
65     | #bˌiːnˈɑːrium# | *#bˌiːnˈɑːrju# | *#bˌinˈɑrju# | *#bənˈɛrju# | *#bənˈɛrju# | *#bənˈɛrju# | *#bə̃nˈɛːrj# {GOLD: >*} | *#bə̃ɾˈɛːɾj# {GOLD: >*} | *#bəɾˈɛɾj# {GOLD: >*} | *#bəɾˈɛɾj# | *#bəɾˈɛɾj# {GOLD: #biɲˈaɾ#}
66     | #bˈolɑ# | *#bˈolːɑ# | *#bˈolːɑ# | *#bˈɔlːɑ# | *#bˈɔlːɑ# | *#bˈɔlːɑ# | *#bˈɔːlːə# {GOLD: >*} | *#bˈɔːlˠə# {GOLD: >*} | *#bˈɔlˠə# {GOLD: >*} | *#bˈɔlˠə# | *#bˈɔlˠə# {GOLD: #bˈɔlˠə#}
67     | #brˈɑːkae̯# | *#brˈɑːkɛ# | *#brˈɑkɛ# | *#brˈɛkɛ# | *#brˈɛcɛ# | *#brˈɛcɛ# | *#brˈɛc# {GOLD: >*} | *#bɾˈɛc# {GOLD: >*} | *#bɾˈɛc# {GOLD: >*} | *#bɾˈɛc# | *#bɾˈɛt͡ʃ# {GOLD: #bɾˈɛkə#}
68     | #brˈokkɑ# | *#brˈokkɑ# | *#brˈokkɑ# | *#brˈɔkkɑ# | *#brˈɔkkɑ# | *#brˈɔkkɑ# | *#brˈɔkkə# {GOLD: >*} | *#bɾˈɔkkə# {GOLD: >*} | *#bɾˈɔkkə# {GOLD: >*} | *#bɾˈɔkkə# | *#bɾˈɔkkə# {GOLD: #pɾˈɔkə#}
69     | #brˈoːtɑskɑm# | *#brˈoːtəskɑ# | *#brˈøtskɑ# | *#brˈɛtskɑ# | *#brˈɛtʃkɑ# | *#brˈɛtʃkɑ# | *#brˈɛtʃkə# {GOLD: >*} | *#bɾˈɛtʃkə# {GOLD: >*} | *#bɾˈɛtʃkə# {GOLD: >*} | *#bɾˈɛtt͡ʃkə# | *#bɾˈɛtt͡ʃkə# {GOLD: #bɾˈɛʃkə#}
70     | #brˈoːskɑm# | *#brˈoːskɑ# | *#brˈøskɑ# | *#brˈɛskɑ# | *#brˈɛʃkɑ# | *#brˈɛʃkɑ# | *#brˈɛːʃkə# {GOLD: >*} | *#bɾˈɛːʃkə# {GOLD: >*} | *#bɾˈɛʃkə# {GOLD: >*} | *#bɾˈɛt͡ʃkə# | *#bɾˈɛt͡ʃkə# {GOLD: #bɾˈɛʃkə#}
71     | #brˈuːmɑm# | *#brˈuːmɑ# | *#brˈymɑ# | *#brˈymɑ# | *#brˈymɑ# | *#brˈymɑ# | *#brˈỹːmə# {GOLD: >*} | *#bɾˈỹːmbə# {GOLD: >*} | *#bɾˈymbə# {GOLD: >*} | *#bɾˈymbə# | *#bɾˈymbə# {GOLD: #bɾˈymə#}
72     | #bˌubulkˈeːnsum# | *#bˌuulkˈeːsu# | *#bˌuulkˈisu# | *#bəəlkˈisu# | *#bəəlcˈiʃu# | *#bəəlcˈiʃu# | *#bəəlcˈiːʃ# {GOLD: >*} | *#bəəlcˈiːʃ# {GOLD: >*} | *#bəəlkˈiʃ# {GOLD: >*} | *#bəəlcˈiʃ# | *#bəəlt͡ʃˈiʃ# {GOLD: #bult͡ʃˈɛʃ#}
73     | #bˌubˈulkum# | *#bˌuˈulku# | *#bˌuˈulku# | *#bəˈulku# | *#bəˈulku# | *#bəˈulku# | *#bˈuːʎk# {GOLD: >*} | *#bˈuːʎk# {GOLD: #bˈuʎk#} | *#bˈujk# {GOLD: >*} | *#bˈujk# | *#bˈujk# {GOLD: #bˈujk#}
74     | #bˌubˈulkiː# | *#bˌuˈulkiː# | *#bˌuˈulki# | *#bəˈylki# | *#bəˈylci# | *#bəˈylci# | *#bˈyːlc# {GOLD: >*} | *#bˈyːlc# {GOLD: >*} | *#bˈylc# {GOLD: >*} | *#bˈylc# | *#bˈylt͡ʃ# {GOLD: #bˈulc#}
75     | #bˈuːfum# | *#bˈuːfu# | *#bˈyfu# | *#bˈyfu# | *#bˈyfu# | *#bˈyfu# | *#bˈyːf# {GOLD: >*} | *#bˈyːf# {GOLD: >*} | *#bˈyf# {GOLD: >*} | *#bˈyf# | *#bˈyf# {GOLD: #bˈuf#}
76     | #bˈullɑm# | *#bˈulɑ# | *#bˈulɑ# | *#bˈulɑ# | *#bˈulɑ# | *#bˈulɑ# | *#bˈuːlə# {GOLD: >*} | *#bˈuːlə# {GOLD: >*} | *#bˈulə# {GOLD: >*} | *#bˈulə# | *#bˈulə# {GOLD: #bˈulə#}
77     | #bˈukkɑm# | *#bˈukkɑ# | *#bˈukkɑ# | *#bˈukkɑ# | *#bˈukkɑ# | *#bˈukkɑ# | *#bˈukkə# {GOLD: #bˈukə#} | *#bˈukkə# {GOLD: >*} | *#bˈukkə# {GOLD: >*} | *#bˈukkə# | *#bˈukkə# {GOLD: #bˈukə#}
78     | #bˈuksum# | *#bˈuksu# | *#bˈuksu# | *#bˈuksu# | *#bˈufʃu# | *#bˈufʃu# | *#bˈuːfʃ# {GOLD: >*} | *#bˈuːfʃ# {GOLD: >*} | *#bˈufʃ# {GOLD: >*} | *#bˈufʃ# | *#bˈufʃ# {GOLD: #bˈuʃ#}
79     | #bˈurɡum# | *#bˈurɡu# | *#bˈurɡu# | *#bˈurɡu# | *#bˈurɡu# | *#bˈurɡu# | *#bˈuːrɡ# {GOLD: >*} | *#bˈuːɾɡ# {GOLD: >*} | *#bˈuɾɡ# {GOLD: >*} | *#bˈuɾɡ# | *#bˈuɾɡ# {GOLD: #bˈuɾɡ#}
80     | #bˈuttem# | *#bˈutte# | *#bˈuttɛ# | *#bˈyttɛ# | *#bˈyttɛ# | *#bˈyttɛ# | *#bˈytt# {GOLD: >*} | *#bˈytt# {GOLD: >*} | *#bˈytt# {GOLD: >*} | *#bˈytt# | *#bˈytt# {GOLD: #bˈut#}
81     | #dˈae̯monem# | *#dˈɛməne# | *#dˈɛmnɛ# | *#dˈimnɛ# | *#dˈimnɛ# | *#dˈimnɛ# | *#dˈĩːmn# {GOLD: #djˈɛ̃mə̃ɾ̃ə#} | *#dˈĩːmn# {GOLD: >*} | *#dˈimn# {GOLD: >*} | *#dˈimn# | *#dˈimn# {GOLD: #djˈɛməɾ#}
82     | #dˌɑmnˈɑːnioː# | *#dˌɑmnˈɑːɲoː# | *#dˌɑmnˈɑɲø# | *#dəmnˈɑɲɛ# | *#dəmnˈɑɲɛ# | *#dəmnˈɑɲɛ# | *#də̃mnˈãːɲ# {GOLD: #dəmnˈɔ̃ɲ#} | *#də̃mnˈəːɲ# {GOLD: >*} | *#dəmnˈəɲ# {GOLD: >*} | *#dəmnˈəɲ# | *#dəmnˈəɲ# {GOLD: #dənˈɔj#}
83     | #dˈɑmnum# | *#dˈɑmnu# | *#dˈɑmnu# | *#dˈɑmnu# | *#dˈɑmnu# | *#dˈɑmnu# | *#dˈãːmn# {GOLD: #dˈɑ̃m#} | *#dˈəːmn# {GOLD: >*} | *#dˈəmn# {GOLD: >*} | *#dˈəmn# | *#dˈəmn# {GOLD: #dˈəm#}
84     | #dˌeːbitˈɑːnioː# | *#dˌeːitˈɑːɲoː# | *#dˌeetˈɑɲø# | *#dəətˈɑɲɛ# | *#dəətˈɑɲɛ# | *#dəətˈɑɲɛ# | *#dəətˈãːɲ# {GOLD: >*} | *#dəətˈəːɲ# {GOLD: #dɛtˈɔ̃ɲ#} | *#dəətˈəɲ# {GOLD: >*} | *#dəətˈəɲ# | *#dəətˈəɲ# {GOLD: #dɛtˈɔj#}
85     | #dˌeːbitˈoːrem# | *#dˌeːitˈoːre# | *#dˌeetˈorɛ# | *#dəətˈye̯rɛ# | *#dəətˈye̯rɛ# | *#dəətˈye̯rɛ# | *#dəətˈye̯r# {GOLD: #dɛtˈuo̯ɾ#} | *#dəətˈye̯ɾ# {GOLD: >*} | *#dəətˈye̯ɾ# {GOLD: #dɛtˈua̯ɾ#} | *#dəətˈye̯ɾ# | *#dəətˈye̯ɾ# {GOLD: #dɛtˈua̯ɾ#}
86     | #dˌeːbitˌoːrˈitium# | *#dˌeːitˌoːrˈitju# | *#dˌeetˌørˈetju# | *#dəətərˈitju# | *#dəətərˈi?1u# | *#dəətərˈi?1u# | *#dəətərˈi?1# {GOLD: >*} | *#dəətəɾˈi?1# {GOLD: >*} | *#dəətəɾˈi?1# {GOLD: #dətˈɔɾəs#} | *#dəətəɾˈi?1# | *#dəətəɾˈi?1# {GOLD: #dɛtˈɔɾəs#}
87     | #dˌeːbitˈuːrɑm# | *#dˌeːitˈuːrɑ# | *#dˌeetˈyrɑ# | *#dəətˈyrɑ# | *#dəətˈyrɑ# | *#dəətˈyrɑ# | *#dəətˈyːrə# {GOLD: >*} | *#dəətˈyːɾə# {GOLD: >*} | *#dəətˈyɾə# {GOLD: >*} | *#dəətˈyɾə# | *#dəətˈyɾə# {GOLD: #dɛtˈyɾə#}
88     | #dˌeːlˌiːberˈɑːnioː# | *#dˌeːʎˌiːerˈɑːɲoː# | *#dˌeʎˌiɛrˈɑɲø# | *#dəʎəərˈɑɲɛ# | *#dəʎəərˈɑɲɛ# | *#dəʎəərˈɑɲɛ# | *#dəʎəərˈãːɲ# {GOLD: >*} | *#dəʎəəɾˈəːɲ# {GOLD: >*} | *#dəjəəɾˈəɲ# {GOLD: >*} | *#dəjəəɾˈəɲ# | *#dəjəəɾˈəɲ# {GOLD: #dəliɾˈɔj#}
89     | #dˌeːkˌɑptˈɑːnioː# | *#dˌeːkˌɑptˈɑːɲoː# | *#dˌekˌɑptˈɑɲø# | *#dəkəptˈɑɲɛ# | *#dəkəftˈɑɲɛ# | *#dəkəftˈɑɲɛ# | *#dəkəftˈãːɲ# {GOLD: >*} | *#dəkəftˈəːɲ# {GOLD: >*} | *#dəkəftˈəɲ# {GOLD: #dikətˈɔɲ#} | *#dəkəftˈəɲ# | *#dəkəftˈəɲ# {GOLD: #diktˈɔj#}
90     | #dˌeːpˌenetrˈɑːnioː# | *#dˌeːpˌenetrˈɑːɲoː# | *#dˌepˌɛnɛtrˈɑɲø# | *#dəpəntrˈɑɲɛ# | *#dəpəndrˈɑɲɛ# | *#dəpəndrˈɑɲɛ# | *#dəpə̃ndrˈãːɲ# {GOLD: >*} | *#dəpə̃ndɾˈəːɲ# {GOLD: >*} | *#dəpəndɾˈəɲ# {GOLD: >*} | *#dəpəndɾˈəɲ# | *#dəpənɾˈəɲ# {GOLD: #dɛpəɾtˈɔj#}
91     | #dˌeːpˌositˈɑːnioː# | *#dˌeːpˌositˈɑːɲoː# | *#dˌepˌosetˈɑɲø# | *#dəpəsətˈɑɲɛ# | *#dəpəʃətˈɑɲɛ# | *#dəpəʃətˈɑɲɛ# | *#dəpəʃətˈãːɲ# {GOLD: >*} | *#dəpəʃətˈəːɲ# {GOLD: >*} | *#dəpəʃətˈəɲ# {GOLD: >*} | *#dəpəʃətˈəɲ# | *#dəpəʃətˈəɲ# {GOLD: #dəʃtˈɔj#}
92     | #dˌeːrˌɑːmˈɑːnioː# | *#dˌeːrˌɑːmˈɑːɲoː# | *#dˌerˌɑmˈɑɲø# | *#dərəmˈɑɲɛ# | *#dərəmˈɑɲɛ# | *#dərəmˈɑɲɛ# | *#dərə̃mˈãːɲ# {GOLD: >*} | *#dəɾə̃mˈəːɲ# {GOLD: >*} | *#dəɾəmˈəɲ# {GOLD: >*} | *#dəɾəmˈəɲ# | *#dəɾəmˈəɲ# {GOLD: #dəɾmˈɔj#}
93     | #dˌeːsˌiːderˈɑːnioː# | *#dˌeːsˌiːderˈɑːɲoː# | *#dˌisˌiɛrˈɑɲø# | *#dəsəərˈɑɲɛ# | *#dəʃəərˈɑɲɛ# | *#dəʃəərˈɑɲɛ# | *#dəʃəərˈãːɲ# {GOLD: >*} | *#dəʃəəɾˈəːɲ# {GOLD: >*} | *#dəʃəəɾˈəɲ# {GOLD: >*} | *#dəʃəəɾˈəɲ# | *#dəʃəəɾˈəɲ# {GOLD: #dəʃiɾˈɔj#}
94     | #dˌeːsˌiːdˈeriɑm# | *#dˌeːsˌiːdˈerjɑ# | *#dˌisˌiˈɛrjɑ# | *#dəsəˈirjɑ# | *#dəʃəˈirjɑ# | *#dəʃəˈirjɑ# | *#dəʃˈiːrɛ# {GOLD: >*} | *#dəʃˈiːɾɛ# {GOLD: >*} | *#dəʃˈiɾɛ# {GOLD: >*} | *#dəʃˈiɾɛ# | *#dəʃˈiɾɛ# {GOLD: #dəʃˈiɾə#}
95     | ... | ... | ... | *#dəˈɑβɔlu# | *#dəˈɑβɔlu# | *#dəˈɑβɔlu# | *#dˈaːvɔl# {GOLD: #djˈaːlˠ#} | *#dˈaːvɔl# {GOLD: #djˈaːlˠ#} | *#dˈavɔl# {GOLD: >*} | *#dˈavɔl# | *#dˈavɔl# {GOLD: #djˈalˠ#}
96     | #diˈɑːnɑ# | *#djˈɑːnɑ# | *#djˈɑnɑ# | *#djˈɑnɑ# | *#?1̬ˈɑnɑ# | *#?1̬ˈɑnɑ# | *#?1̬ˈãːnə# {GOLD: #zˈɑ̃ɾ̃ə#} | *#?1̬ˈəːɾə# {GOLD: >*} | *#?1̬ˈəɾə# {GOLD: >*} | *#?1̬ˈəɾə# | *#?1̬ˈəɾə# {GOLD: #zˈəɾə#}
97     | #dˌiɡitˈɑːnioː# | *#dˌiɡitˈɑːɲoː# | *#dˌejetˈɑɲø# | *#dəjətˈɑɲɛ# | *#dəjətˈɑɲɛ# | *#dəjətˈɑɲɛ# | *#dəjətˈãːɲ# {GOLD: #dˌɪftˈɔ̃ɲ#} | *#dəjətˈəːɲ# {GOLD: >*} | *#dəjətˈəɲ# {GOLD: >*} | *#dəjətˈəɲ# | *#dəjətˈəɲ# {GOLD: #dəftˈɔj#}
98     | #dˈiɡniɑ# | *#dˈiɲɑ# | *#dˈeɲɑ# | *#dˈɛɲɑ# | *#dˈɛɲɑ# | *#dˈɛɲɑ# | *#dˈɛ̃ːɲə# {GOLD: >*} | *#dˈɛ̃ːɲə# {GOLD: >*} | *#dˈɛɲə# {GOLD: >*} | *#dˈɛɲə# | *#dˈɛɲə# {GOLD: #dˈɛɲə#}
99     | #dˌiːriɡˈɑːnioː# | *#dˌiːriɡˈɑːɲoː# | *#dˌireɡˈɑɲø# | *#dərəɡˈɑɲɛ# | *#dərəɡˈɑɲɛ# | *#dərəɡˈɑɲɛ# | *#dərɡˈãːɲ# {GOLD: >*} | *#dəɾɡˈəːɲ# {GOLD: >*} | *#dəɾɡˈəɲ# {GOLD: >*} | *#dəɾɡˈəɲ# | *#dəɾɡˈəɲ# {GOLD: #dəɾɡˈɔj#}
100    | #dˌiːrˈeːktum# | *#dˌiːrˈeːktu# | *#dˌirˈejtu# | *#dərˈijtu# | *#dərˈijtu# | *#dərˈijtu# | *#dərˈijt# {GOLD: #dəɾˈɛjt#} | *#dəɾˈijt# {GOLD: >*} | *#dəɾˈijt# {GOLD: >*} | *#dəɾˈijt# | *#dəɾˈijt# {GOLD: #dɾˈɛjt#}
101    | #dis# | *#di# | *#de# | *#də# | *#də# | *#də# | *#d# {GOLD: >*} | *#d# {GOLD: >*} | *#d# {GOLD: >*} | *#d# | *#d# {GOLD: #z#}
102    | #dˌiskˌɑbɑllikˈɑːnioː# | *#dˌiskˌɑɑlikˈɑːɲoː# | *#dˌeskˌɑɑlekˈɑɲø# | *#dəskəələkˈɑɲɛ# | *#dəʃkəələkˈɑɲɛ# | *#dəʃkəələkˈɑɲɛ# | *#dəʃkəəʎkˈãːɲ# {GOLD: >*} | *#dəʃkəəʎkˈəːɲ# {GOLD: >*} | *#dəʃkəəjkˈəɲ# {GOLD: >*} | *#dət͡ʃkəəjkˈəɲ# | *#dət͡ʃkəəjkˈəɲ# {GOLD: #ʃkalkˈɔj#}
103    | #dˌiskˌɑrrikˈɑːnioː# | *#dˌiskˌɑrːikˈɑːɲoː# | *#dˌeskˌɑrːekˈɑɲø# | *#dəskərːəkˈɑɲɛ# | *#dəʃkərːəkˈɑɲɛ# | *#dəʃkərːəkˈɑɲɛ# | *#dəʃkərːəkˈãːɲ# {GOLD: >*} | *#dəʃkərəkˈəːɲ# {GOLD: >*} | *#dəʃkərəkˈəɲ# {GOLD: >*} | *#dət͡ʃkərəkˈəɲ# | *#dət͡ʃkərəkˈəɲ# {GOLD: #ʃkaɾkˈɔj#}
104    | #dˈiskɑ# | *#dˈiskɑ# | *#dˈeskɑ# | *#dˈɛskɑ# | *#dˈɛʃkɑ# | *#dˈɛʃkɑ# | *#dˈɛːʃkə# {GOLD: >*} | *#dˈɛːʃkə# {GOLD: >*} | *#dˈɛʃkə# {GOLD: >*} | *#dˈɛt͡ʃkə# | *#dˈɛt͡ʃkə# {GOLD: #dˈiʃkə#}
105    | #dˌiskʷˌiritˈɑːnioː# | *#dˌiskʷˌiritˈɑːɲoː# | *#dˌeskʷˌeretˈɑɲø# | *#dəskʷərətˈɑɲɛ# | *#dəʃkʷərətˈɑɲɛ# | *#dəʃkʷərətˈɑɲɛ# | *#dəʃkʷərtˈãːɲ# {GOLD: #t͡ʃcyɾətˈɔ̃ɲ#} | *#dəʃkʷəɾtˈəːɲ# {GOLD: >*} | *#dəʃkʷəɾtˈəɲ# {GOLD: >*} | *#dət͡ʃkʷəɾtˈəɲ# | *#dət͡ʃkʷəɾtˈəɲ# {GOLD: #ʃcyɾtˈɔj#}
106    | #dˌiswˌeːlˈɑːnioː# | *#dˌiswˌeːlːˈɑːɲoː# | *#dˌeswˌelːˈɑɲø# | *#dəswəlːˈɑɲɛ# | *#dəʃwəlːˈɑɲɛ# | *#dəʃwəlːˈɑɲɛ# | *#dəʒvəlːˈãːɲ# {GOLD: >*} | *#dəʒvəlˠˈəːɲ# {GOLD: >*} | *#dəʒvəlˠˈəɲ# {GOLD: >*} | *#dəʒvəlˠˈəɲ# | *#dəʒvəlˠˈəɲ# {GOLD: #zbulˈɔj#}
107    | #mˌodestikˈɑːnioː# | *#mˌodestikˈɑːɲoː# | *#mˌoɛstekˈɑɲø# | *#məəstəkˈɑɲɛ# | *#məəʃtəkˈɑɲɛ# | *#məəʃtəkˈɑɲɛ# | *#məəʃtəkˈãːɲ# {GOLD: >*} | *#mbəəʃtəkˈəːɲ# {GOLD: >*} | *#mbəəʃtəkˈəɲ# {GOLD: >*} | *#mbəət͡ʃtəkˈəɲ# | *#mbəət͡ʃtəkˈəɲ# {GOLD: #muʃtəkˈɔj#}
108    | #dˌolˈoːrem# | *#dˌolːˈoːre# | *#dˌolːˈorɛ# | *#dəlːˈye̯rɛ# | *#dəlːˈye̯rɛ# | *#dəlːˈye̯rɛ# | *#dəlːˈye̯r# {GOLD: #dulˠˈyø̯#} | *#dəlˠˈye̯ɾ# {GOLD: >*} | *#dəlˠˈye̯ɾ# {GOLD: #dulˠˈye̯#} | *#dəlˠˈye̯ɾ# | *#dəlˠˈye̯ɾ# {GOLD: #dulˠˈye̯#}
109    | #edˌoːnˈɑːnioː# | *#edˌoːnˈɑːɲoː# | *#ɛˌønˈɑɲø# | *#ˌɛnˈɑɲɛ# | *#ˌɛnˈɑɲɛ# | *#ˌɛnˈɑɲɛ# | *#hˌɛ̃nˈãːɲ# {GOLD: >*} | *#hˌɛ̃ɾˈəːɲ# {GOLD: >*} | *#həɾˈəɲ# {GOLD: >*} | *#həɾˈəɲ# | *#həɾˈəɲ# {GOLD: #ðuɾˈɔj#}
110    | #drˈɑkiː# | *#drˈɑkiː# | *#drˈɑki# | *#drˈɛki# | *#drˈɛci# | *#drˈɛci# | *#drˈɛc# {GOLD: >*} | *#dɾˈɛc# {GOLD: >*} | *#dɾˈɛc# {GOLD: >*} | *#dɾˈɛc# | *#dɾˈɛt͡ʃ# {GOLD: #dɾˈɛc#}
111    | #drˌɑnkˈoːnem# | *#drˌɑnkˈoːne# | *#drˌɑnkˈonɛ# | *#drənkˈye̯nɛ# | *#drənɟˈye̯nɛ# | *#drənɟˈye̯nɛ# | *#drə̃nɟˈye̯n# {GOLD: #dɾˌãnkˈuo̯#} | *#dɾə̃nɟˈye̯n# {GOLD: >*} | *#dɾənɟˈye̯n# {GOLD: >*} | *#dɾənɟˈye̯n# | *#dɾənɟˈye̯n# {GOLD: #dɾaɡˈua̯#}
112    | #drˈiːnum# | *#drˈiːnu# | *#drˈinu# | *#drˈinu# | *#drˈinu# | *#drˈinu# | *#drˈĩː# {GOLD: #dɾˈĩːɾ̃#} | *#dɾˈĩː# {GOLD: ...} | ... {GOLD: ...} | ... | ... {GOLD: ...}
113    | #drˌiwˈɑstum# | *#drˌiˈɑstu# | *#drˌeˈɑstu# | *#drəˈɑstu# | *#drəˈɑʃtu# | *#drəˈɑʃtu# | *#drˈaːʃt# {GOLD: #dɾˈiʃt#} | *#dɾˈaːʃt# {GOLD: >*} | *#dɾˈaʃt# {GOLD: >*} | *#dɾˈat͡ʃt# | *#dɾˈat͡ʃt# {GOLD: #dɾˈiʃt#}
114    | #dˈukem# | *#dˈuke# | *#dˈukɛ# | *#dˈykɛ# | *#dˈycɛ# | *#dˈycɛ# | *#dˈyc# {GOLD: >*} | *#dˈyc# {GOLD: >*} | *#dˈyc# {GOLD: >*} | *#dˈyc# | *#dˈyt͡ʃ# {GOLD: #dˈuc#}
115    | #dˌuplikˈɑːnioː# | *#dˌuplikˈɑːɲoː# | *#dˌuplekˈɑɲø# | *#dəpləkˈɑɲɛ# | *#dəpləkˈɑɲɛ# | *#dəpləkˈɑɲɛ# | *#dəpʎkˈãːɲ# {GOLD: #dˌulpəkˈɔ̃ɲ#} | *#dəpʎkˈəːɲ# {GOLD: >*} | *#dəpjkˈəɲ# {GOLD: >*} | *#dəpjkˈəɲ# | *#dəpjkˈəɲ# {GOLD: #dulpəkˈɔj#}
116    | ... | ... | ... | *#dərˈɒɲɔ# | *#dərˈɒɲɔ# | *#dərˈɒɲɔ# | *#dərˈãːɲ# {GOLD: >*} | *#dəɾˈəːɲ# {GOLD: >*} | *#dəɾˈəɲ# {GOLD: >*} | *#dəɾˈəɲ# | *#dəɾˈəɲ# {GOLD: #duɾˈɔj#}
117    | #ˌeːdˌiktˈɑːnioː# | *#ˌeːdˌiktˈɑːɲoː# | *#ˌeˌejtˈɑɲø# | *#ˌɛjtˈɑɲɛ# | *#ˌɛjtˈɑɲɛ# | *#ˌɛjtˈɑɲɛ# | *#hˌɛjtˈãːɲ# {GOLD: >*} | *#hˌɛjtˈəːɲ# {GOLD: >*} | *#həjtˈəɲ# {GOLD: >*} | *#həjtˈəɲ# | *#həjtˈəɲ# {GOLD: #hɛtˈɔj#}
118    | ... | ... | *#ˌɛkklˈisjɑ# | *#kklˈisjɑ# | *#kklˈiʃjɑ# | *#kklˈiʃjɑ# | *#kkʎˈiːʃɛ# {GOLD: #kʎˈiʃə#} | *#kkʎˈiːʃɛ# {GOLD: >*} | *#kkˈiʃɛ# {GOLD: >*} | *#kcˈiʃɛ# | *#kt͡ʃˈiʃɛ# {GOLD: #kˈiʃə#}
119    | #ˌekkum# | *#ˌekku# | *#ˌɛkku# | *#kkə# | *#kkə# | *#kkə# | *#kk# {GOLD: >*} | *#kk# {GOLD: >*} | *#kk# {GOLD: >*} | *#kk# | *#kk# {GOLD: #kə#}
120    | #ˌeksˈɑːminɑ# | *#ˌeksˈɑːmənɑ# | *#ˌɛksˈɑmnɑ# | *#ksˈɑmnɑ# | *#fʃˈɑmnɑ# | *#fʃˈɑmnɑ# | *#fʃˈãːmnə# {GOLD: >*} | *#fʃˈəːmnə# {GOLD: >*} | *#fʃˈəmnə# {GOLD: >*} | *#fʃˈəmnə# | *#fʃˈəmnə# {GOLD: #ʃˈɛmə#}
121    | #ˌeksˌɑmputˈɑːnioː# | *#ˌeksˌɑmputˈɑːɲoː# | *#ˌɛksˌɑmputˈɑɲø# | *#ksəmpətˈɑɲɛ# | *#fʃəmbətˈɑɲɛ# | *#fʃəmbətˈɑɲɛ# | *#fʃə̃mbətˈãːɲ# {GOLD: >*} | *#fʃə̃mbətˈəːɲ# {GOLD: >*} | *#fʃəmbətˈəɲ# {GOLD: >*} | *#fʃəmbətˈəɲ# | *#fʃəmbətˈəɲ# {GOLD: #ʃəmtˈɔj#}
122    | #ˌeksˌɑnimˈɑːnioː# | *#ˌeksˌɑnimˈɑːɲoː# | *#ˌɛksˌɑnemˈɑɲø# | *#ksənəmˈɑɲɛ# | *#fʃənəmˈɑɲɛ# | *#fʃənəmˈɑɲɛ# | *#fʃə̃nə̃mˈãːɲ# {GOLD: >*} | *#fʃə̃ɾə̃mˈəːɲ# {GOLD: >*} | *#fʃəɾəmˈəɲ# {GOLD: >*} | *#fʃəɾəmˈəɲ# | *#fʃəɾəmˈəɲ# {GOLD: #ʃəmˈɔj#}
123    | #ˌeksˈemplum# | *#ˌeksˈemplu# | *#ˌɛksˈɛmplu# | *#ksjˈɛmplu# | *#fʃjˈɛmblu# | *#fʃjˈɛmblu# | *#fʃjˈɛ̃ːmbl# {GOLD: >*} | *#fʃjˈɛ̃ːmbl# {GOLD: >*} | *#fʃjˈɛmbl# {GOLD: >*} | *#fʃjˈɛmbl# | *#fʃjˈɛmbl# {GOLD: #ʃˈɛmbulˠ#}
124    | #ˌekshonorˈɑːnioː# | *#ˌekshonorˈɑːɲoː# | *#ˌɛkshonorˈɑɲø# | *#kshənərˈɑɲɛ# | *#fʃhənərˈɑɲɛ# | *#fʃhənərˈɑɲɛ# | *#fʃhə̃nərˈãːɲ# {GOLD: >*} | *#fʃhə̃ɾəɾˈəːɲ# {GOLD: >*} | *#fʃhəɾəɾˈəɲ# {GOLD: >*} | *#fʃhəɾəɾˈəɲ# | *#fʃhəɾəɾˈəɲ# {GOLD: #t͡ʃndɾˈɔj#}
125    | #ˌeksˈiɡnioː# | *#ˌeksˈiɲoː# | *#ˌɛksˈeɲø# | *#ksˈɛɲɛ# | *#fʃˈɛɲɛ# | *#fʃˈɛɲɛ# | *#fʃˈɛ̃ːɲ# {GOLD: #ʃˈĩj#} | *#fʃˈɛ̃ːɲ# {GOLD: >*} | *#fʃˈɛɲ# {GOLD: >*} | *#fʃˈɛɲ# | *#fʃˈɛɲ# {GOLD: #ʃˈij#}
126    | #ˌekskˌɑbɑllikˈɑːnioː# | *#ˌekskˌɑɑlikˈɑːɲoː# | *#ˌɛkskˌɑɑlekˈɑɲø# | *#kskəələkˈɑɲɛ# | *#fʃkəələkˈɑɲɛ# | *#fʃkəələkˈɑɲɛ# | *#fʃkəəʎkˈãːɲ# {GOLD: >*} | *#fʃkəəʎkˈəːɲ# {GOLD: >*} | *#fʃkəəjkˈəɲ# {GOLD: >*} | *#ft͡ʃkəəjkˈəɲ# | *#ft͡ʃkəəjkˈəɲ# {GOLD: #ʃkalkˈɔj#}
