etID  | Classical Proto-Albanian | Middle Proto-Albanian | Middle Proto-Albanian II | Late Proto-Albanian | Proto-Tosk | Old Northern Tosk Albanian | Output {GOLD}
106    | #diˈɑːnɑ# | *#djˈɑːnɑ# | *#d͡ʒjˈɑnɑ# | *#zˈɛ̃ːnə# | *#zˈɛ̃ːɾə# | *#zˈɛɾə# | *#zˈɛɾə# {GOLD: #zˈəɾə#}
107    | #dˌiɡitˈɑːnioː# | *#dˌɪɡɪtˈɒːɲoː# | *#dˌijitˈoɲø# | *#dəjətˈɔ̃ːɲ# | *#dəjətˈɔ̃ːɲ# | *#dəjətˈɔɲ# | *#dəjətˈɔj# {GOLD: #dəftˈɔj#}
108    | #dˈiɡnum# | *#dˈɪŋnʊ# | *#dˈeŋnu# | *#dˈɛ̃ːŋ# | *#dˈɛ̃ːŋ# | *#dˈɛŋ# | *#dˈɛŋ# {GOLD: #dˈɛɲə#}
109    | #dˌiːriɡˈɑːnioː# | *#dˌiːrɪɡˈɒːɲoː# | *#dˌirɡˈoɲø# | *#dərɡˈɔ̃ːɲ# | *#dəɾɡˈɔ̃ːɲ# | *#dəɾɡˈɔɲ# | *#dəɾɡˈɔj# {GOLD: #dəɾɡˈɔj#}
110    | #dˌiːrˈeːktum# | *#dˌiːrˈeːktʊ# | *#dˌirˈejtu# | *#dərˈɛjt# | *#dəɾˈɛjt# | *#dəɾˈɛjt# | *#dəɾˈɛjt# {GOLD: #dɾˈɛjt#}
111    | #dis# | *#dɪ# | *#di# | *#də# | *#də# | *#də# | *#də# {GOLD: #z#}
112    | #dˌiskˌɑbɑllikˈɑːnioː# | *#dˌɪskˌɑbɑlɪkˈɒːɲoː# | *#dˌiskˌɑbɑlikˈoɲø# | *#dəʃkˌavəʎkˈɔ̃ːɲ# | *#dəʃkˌavəʎkˈɔ̃ːɲ# | *#dəʃkˌavəjkˈɔɲ# | *#dəʃkavəjkˈɔj# {GOLD: #ʃkalkˈɔj#}
113    | #dˌiskˌɑrrikˈɑːnioː# | *#dˌɪskˌɑrːɪkˈɒːɲoː# | *#dˌiskˌɑrːikˈoɲø# | *#dəʃkˌarːəkˈɔ̃ːɲ# | *#dəʃkˌarəkˈɔ̃ːɲ# | *#dəʃkˌarəkˈɔɲ# | *#dəʃkarəkˈɔj# {GOLD: #ʃkaɾkˈɔj#}
114    | #dˈiskum# | *#dˈɪskʊ# | *#dˈesku# | *#dˈɛːʃk# | *#dˈɛːʃk# | *#dˈɛʃk# | *#dˈɛʃk# {GOLD: #dˈiʃkə#}
115    | #dˌiskwˌiritˈɑːnioː# | *#dˌɪskwˌɪrɪtˈɒːɲoː# | *#dˌiskwˌirtˈoɲø# | *#dəʃkərtˈɔ̃ːɲ# | *#dəʃkəɾtˈɔ̃ːɲ# | *#dəʃkəɾtˈɔɲ# | *#dəʃkəɾtˈɔj# {GOLD: #ʃcyɾtˈɔj#}
116    | #dˌispˌiːrˈɑːnioː# | *#dˌɪspˌiːrˈɒːɲoː# | *#dˌispˌirˈoɲø# | *#dəʃpərˈɔ̃ːɲ# | *#dəʃpəɾˈɔ̃ːɲ# | *#dəʃpəɾˈɔɲ# | *#dəʃpəɾˈɔj# {GOLD: #ʃpirˈɔj#}
117    | #dˌiswˌeːlˈɑːnioː# | *#dˌɪswˌeːlˠˈɒːɲoː# | *#dˌiswˌelˠˈoɲø# | *#dəʃwəlˠˈɔ̃ːɲ# | *#dəʃwəlˠˈɔ̃ːɲ# | *#dəʃwəlˠˈɔɲ# | *#dəʃwəlˠˈɔj# {GOLD: #zbulˈɔj#}
118    | #mˌodestikˈɑːnioː# | *#mˌʊdɛstɪkˈɒːɲoː# | *#mˌudɛstikˈoɲø# | *#mˌuðəʃtəkˈɔ̃ːɲ# | *#mˌuðəʃtəkˈɔ̃ːɲ# | *#mˌuðəʃtəkˈɔɲ# | *#muðəʃtəkˈɔj# {GOLD: #muʃtəkˈɔj#}
119    | #dˌolˈeːnioː# | *#dˌʊlˈɶːɲoː# | *#dˌulˈeɲø# | *#dˌulˈɛ̃ːɲ# | *#dˌulˈɛ̃ːɲ# | *#dˌulˈɛɲ# | *#dulˈɛj# {GOLD: #dəlˠˈɛj#}
120    | #dˌolˈoːrem# | *#dˌʊlˠˈoːrɛ# | *#dˌulˠˈørɛ# | *#dˌulˠˈye̯r# | *#dˌulˠˈye̯ɾ# | *#dˌulˠˈye̯ɾ# | *#dulˠˈye̯ɾ# {GOLD: #dulˠˈye̯#}
121    | #dˌoːnˈɑːnioː# | *#dˌunˈɒːɲoː# | *#dˌunˈoɲø# | *#dˌũnˈɔ̃ːɲ# | *#dˌũɾˈɔ̃ːɲ# | *#dˌuɾˈɔɲ# | *#duɾˈɔj# {GOLD: #ðuɾˈɔj#}
122    | #drˈɑkiː# | *#drˈɑkiː# | *#drˈɑki# | *#drˈɛc# | *#dɾˈɛc# | *#dɾˈɛc# | *#dɾˈɛc# {GOLD: #dɾˈɛc#}
123    | #drˌɑnkˈoːnem# | *#drˌɑnkˈoːnɛ# | *#drˌɑnkˈonɛ# | *#drˌãnɡˈuõ̯# | *#dɾˌə̃nɡˈuã̯# | *#dɾənɡˈua̯# | *#dɾənɡˈua̯# {GOLD: #dɾaɡˈua̯#}
124    | #drˌiːwˈɑstum# | *#drˌiːwˈɑstʊ# | *#drˌiˈɑstu# | *#drˈaːʃt# | *#dɾˈaːʃt# | *#dɾˈaʃt# | *#dɾˈaʃt# {GOLD: #dɾˈiʃt#}
125    | #dˈukem# | *#dˈʊkɛ# | *#dˈukɛ# | *#dˈuc# | *#dˈuc# | *#dˈuc# | *#dˈuc# {GOLD: #dˈuc#}
126    | #dˌuplikˈɑːnioː# | *#dˌʊplɪkˈɒːɲoː# | *#dˌuplikˈoɲø# | *#dˌulpəkˈɔ̃ːɲ# | *#dˌulpəkˈɔ̃ːɲ# | *#dˌulpəkˈɔɲ# | *#dulpəkˈɔj# {GOLD: #dulpəkˈɔj#}
127    | #dˌuːrˈɑːnioː# | *#dˌuːrˈɒːɲoː# | *#dˌyrˈoɲø# | *#dərˈɔ̃ːɲ# | *#dəɾˈɔ̃ːɲ# | *#dəɾˈɔɲ# | *#dəɾˈɔj# {GOLD: #duɾˈɔj#}
128    | #dˈurrɑt͡ʃum# | *#dˈʊrːɑt͡ʃʊ# | *#dˈurːɑt͡ʃu# | *#dˈuːrːas# | *#dˈuːras# | *#dˈuras# | *#dˈuras# {GOLD: #dˈurəs#}
129    | #ˌeːdˌiktˈɑːnioː# | *#ˌeːdˌɪktˈɒːɲoː# | *#ˌedˌijtˈoɲø# | *#ðəjtˈɔ̃ːɲ# | *#ðəjtˈɔ̃ːɲ# | *#ðəjtˈɔɲ# | *#ðəjtˈɔj# {GOLD: #hɛtˈɔj#}
130    | #ˌekklˈeːsiɑm# | *#ˌɛkklˈeːsjɑ# | *#ˌɛkklˈesjɑ# | *#kkʎˈiːʃə# | *#kkʎˈiːʃə# | *#kkˈiʃə# | *#kcˈiʃə# {GOLD: #kˈiʃə#}
131    | #ˌekkum# | *#ˌɛkkʊ# | *#ˌɛkku# | *#kkə# | *#kkə# | *#kkə# | *#kkə# {GOLD: #kə#}
132    | #ˌeksˈɑːmen# | *#ˌɛsˈɑːmɛ# | *#ˌɛsˈɑmɛ# | *#ʃˈɛ̃ːm# | *#ʃˈɛ̃ːm# | *#ʃˈɛm# | *#ʃˈɛm# {GOLD: #ʃˈɛmə#}
133    | #ˌeksˌɑmputˈɑːnioː# | *#ˌɛsˌɑmpʊtˈɒːɲoː# | *#ˌɛsˌɑmtˈoɲø# | *#ʃˌãmtˈɔ̃ːɲ# | *#ʃˌə̃mtˈɔ̃ːɲ# | *#ʃəmtˈɔɲ# | *#ʃəmtˈɔj# {GOLD: #ʃəmtˈɔj#}
134    | #ˌeksˌɑnimˈɑːnioː# | *#ˌɛsˌɑnɪmˈɒːɲoː# | *#ˌɛsˌɑnimˈoɲø# | *#ʃˌãmːˈɔ̃ːɲ# | *#ʃˌə̃mˈɔ̃ːɲ# | *#ʃəmˈɔɲ# | *#ʃəmˈɔj# {GOLD: #ʃəmˈɔj#}
135    | #ˌeksˈemplum# | *#ˌɛsˈɛmplʊ# | *#ˌɛsˈɛmplu# | *#ʃˈɛ̃ːmbl# | *#ʃˈɛ̃ːmbl# | *#ʃˈɛmbl# | *#ʃˈɛmbl# {GOLD: #ʃˈɛmbulˠ#}
136    | #ˌeksˈempulum# | *#ˌɛsˈɛmpʊlˠʊ# | *#ˌɛsˈɛmpulˠu# | *#ʃˈɛ̃ːmbulˠ# | *#ʃˈɛ̃ːmbulˠ# | *#ʃˈɛmbulˠ# | *#ʃˈɛmbulˠ# {GOLD: #ʃˈɛmbulˠ#}
137    | #ˌekshonorˈɑːnioː# | *#ˌɛshɔnɔrˈɒːɲoː# | *#ˌɛshonorˈoɲø# | *#ʃə̃nərˈɔ̃ːɲ# | *#ʃə̃ɾəɾˈɔ̃ːɲ# | *#ʃəɾəɾˈɔɲ# | *#ʃəɾəɾˈɔj# {GOLD: #t͡ʃndəɾˈɔj#}
138    | #ˌeksˈiɡnioː# | *#ˌɛsˈɪŋɲoː# | *#ˌɛsˈeŋɲø# | *#ʃˈɛ̃ːŋ# | *#ʃˈɛ̃ːŋ# | *#ʃˈɛŋ# | *#ʃˈɛŋ# {GOLD: #ʃˈij#}
139    | #ˌekskˌɑbɑllikˈɑːnioː# | *#ˌɛskˌɑbɑlɪkˈɒːɲoː# | *#ˌɛskˌɑbɑlikˈoɲø# | *#ʃkˌavəʎkˈɔ̃ːɲ# | *#ʃkˌavəʎkˈɔ̃ːɲ# | *#ʃkˌavəjkˈɔɲ# | *#ʃkavəjkˈɔj# {GOLD: #ʃkalkˈɔj#}
140    | #ˌekskˌɑlˈɑːnioː# | *#ˌɛskˌɑlˠˈɒːɲoː# | *#ˌɛskˌɑlˠˈoɲø# | *#ʃkˌalˠˈɔ̃ːɲ# | *#ʃkˌalˠˈɔ̃ːɲ# | *#ʃkˌalˠˈɔɲ# | *#ʃkalˠˈɔj# {GOLD: #ʃkalˠˈɔj#}
141    | #ˌekskˌɑmbiˈɑːnioː# | *#ˌɛskˌɑmbjˈɒːɲoː# | *#ˌɛskˌɑmbjˈoɲø# | *#ʃkˌãmbjˈɔ̃ːɲ# | *#ʃkˌə̃mbjˈɔ̃ːɲ# | *#ʃkəmbjˈɔɲ# | *#ʃkəmbjˈɔj# {GOLD: #ʃkəmbˈɛj#}
142    | #ˌekskˌɑndˈeːnioː# | *#ˌɛskˌɑndˈɶːɲoː# | *#ˌɛskˌɑndˈeɲø# | *#ʃkˌãndˈɛ̃ːɲ# | *#ʃkˌə̃ndˈɛ̃ːɲ# | *#ʃkəndˈɛɲ# | *#ʃkəndˈɛj# {GOLD: #ʃkəndˈɛj#}
143    | #ˌekskˌɑrdiˈɑːnioː# | *#ˌɛskˌɑrdjˈɒːɲoː# | *#ˌɛskˌɑrd͡ʒjˈoɲø# | *#ʃkˌarzˈɛ̃ːɲ# | *#ʃkˌaɾzˈɛ̃ːɲ# | *#ʃkˌaɾzˈɛɲ# | *#ʃkaɾzˈɛj# {GOLD: #ʃkaɾzˈɛj#}
144    | #ˌekskˌɑrptˈɑːnioː# | *#ˌɛskˌɑrptˈɒːɲoː# | *#ˌɛskˌɑrtˈoɲø# | *#ʃkˌartˈɔ̃ːɲ# | *#ʃkˌaɾtˈɔ̃ːɲ# | *#ʃkˌaɾtˈɔɲ# | *#ʃkaɾtˈɔj# {GOLD: #ʃkaɾtˈɔj#}
145    | #ˌekskˌɑtʰedrˈɑːnioː# | *#ˌɛskˌɑtɛdrˈɒːɲoː# | *#ˌɛskˌɑtɛdrˈoɲø# | *#ʃkˌatəðrˈɔ̃ːɲ# | *#ʃkˌatəðɾˈɔ̃ːɲ# | *#ʃkˌatəðɾˈɔɲ# | *#ʃkatəðɾˈɔj# {GOLD: #ʃkatərˈɔj#}
146    | #ˌekskˌɑwdikˈɑːnioː# | *#ˌɛskˌɑwdɪkˈɒːɲoː# | *#ˌɛskˌɑwdikˈoɲø# | *#ʃkˌaðəkˈɔ̃ːɲ# | *#ʃkˌaðəkˈɔ̃ːɲ# | *#ʃkˌaðəkˈɔɲ# | *#ʃkaðəkˈɔj# {GOLD: #ʃkaɡˈɔj#}
147    | #ˌekskiˈeːnioː# | *#ˌɛskjˈɶːɲoː# | *#ˌɛskjˈoɲø# | *#ʃkˈɔ̃ːɲ# | *#ʃkˈɔ̃ːɲ# | *#ʃkˈɔɲ# | *#ʃkˈɔj# {GOLD: #t͡ʃˈɔj#}
148    | #ˌekskˌipˈeːnioː# | *#ˌɛskˌɪpˈɶːɲoː# | *#ˌɛskˌipˈoɲø# | *#ʃkəpˈɔ̃ːɲ# | *#ʃkəpˈɔ̃ːɲ# | *#ʃkəpˈɔɲ# | *#ʃkəpˈɔj# {GOLD: #ʃcipˈɔj#}
149    | #ˌeksklˈoppum# | *#ˌɛsklˈɔppʊ# | *#ˌɛsklˈoppu# | *#ʃkʎˈɔpp# | *#ʃkʎˈɔpp# | *#ʃcˈɔpp# | *#ʃcˈɔpp# {GOLD: #ʃcˈɛp#}
150    | #ˌekskˈubuloː# | *#ˌɛskˈʊbʊlˠoː# | *#ˌɛskˈubulˠø# | *#ʃkˈuvulˠ# | *#ʃkˈuvulˠ# | *#ʃkˈuvulˠ# | *#ʃkˈuvulˠ# {GOLD: #ʃkˈul#}
151    | #ˌekskˌurtˈɑːnioː# | *#ˌɛskˌʊrtˈɒːɲoː# | *#ˌɛskˌurtˈoɲø# | *#ʃkˌurtˈɔ̃ːɲ# | *#ʃkˌuɾtˈɔ̃ːɲ# | *#ʃkˌuɾtˈɔɲ# | *#ʃkuɾtˈɔj# {GOLD: #ʃkuɾtˈɔj#}
152    | #ˌekskˈurtum# | *#ˌɛskˈʊrtʊ# | *#ˌɛskˈurtu# | *#ʃkˈuːrt# | *#ʃkˈuːɾt# | *#ʃkˈuɾt# | *#ʃkˈuɾt# {GOLD: #ʃkˈuɾt#}
153    | #ˌeksmˈulɡiɑ# | *#ˌɛsmˈʊlɡjɑ# | *#ˌɛsmˈulɡjɑ# | *#zmˈuːlɟ# | *#zmˈuːlɟ# | *#zmˈulɟ# | *#zmˈulɟ# {GOLD: #zmˈɔjlɛ#}
154    | #ˌeksˈossum# | *#ˌɛsˈɔssʊ# | *#ˌɛsˈossu# | *#ʃˈɔːʃʃ# | *#ʃˈɔːʃʃ# | *#ʃˈɔʃʃ# | *#ʃˈɔʃʃ# {GOLD: #ʃˈuʃ#}
155    | #ˌekspˌediːtˈɑːnioː# | *#ˌɛspˌɛdiːtˈɒːɲoː# | *#ˌɛspˌɛditˈoɲø# | *#ʃpəðətˈɔ̃ːɲ# | *#ʃpəðətˈɔ̃ːɲ# | *#ʃpəðətˈɔɲ# | *#ʃpəðətˈɔj# {GOLD: #ʃpətˈɔj#}
156    | #ˌekspˌedˈiːtum# | *#ˌɛspˌɛdˈiːtʊ# | *#ˌɛspˌɛdˈitu# | *#ʃpəðˈit# | *#ʃpəðˈit# | *#ʃpəðˈit# | *#ʃpəðˈit# {GOLD: #ʃpˈɛjtə#}
157    | #ˌekspˌellɑwˈɑːnioː# | *#ˌɛspˌɛlɑwˈɒːɲoː# | *#ˌɛspˌɛlɑˈoɲø# | *#ʃpəlˈɔ̃ːɲ# | *#ʃpəlˈɔ̃ːɲ# | *#ʃpəlˈɔɲ# | *#ʃpəlˈɔj# {GOLD: #ʃpəlˈaj#}
158    | #ˌekspˌerlɑwˈɑːnioː# | *#ˌɛspˌɛlˠɑwˈɒːɲoː# | *#ˌɛspˌɛlˠɑˈoɲø# | *#ʃpəlˠˈɔ̃ːɲ# | *#ʃpəlˠˈɔ̃ːɲ# | *#ʃpəlˠˈɔɲ# | *#ʃpəlˠˈɔj# {GOLD: #ʃpəɾlˈaj#}
159    | #ˌeksplikˈɑːnioː# | *#ˌɛsplɪkˈɒːɲoː# | *#ˌɛsplikˈoɲø# | *#ʃpʎkˈɔ̃ːɲ# | *#ʃpʎkˈɔ̃ːɲ# | *#ʃpjkˈɔɲ# | *#ʃpjkˈɔj# {GOLD: #ʃpjɛɡˈɔj#}
160    | #ˌeksrˌiːmˈɑːnioː# | *#ˌɛsrˌiːmˈɒːɲoː# | *#ˌɛsrˌimˈoɲø# | *#zrə̃mˈɔ̃ːɲ# | *#zɾə̃mˈɔ̃ːɲ# | *#zɾəmˈɔɲ# | *#zɾəmˈɔj# {GOLD: #hɛɾmˈɔj#}
161    | #ˌekstˌenuˈɑːnioː# | *#ˌɛstˌɛnβˈɒːɲoː# | *#ˌɛstˌɛnβˈoɲø# | *#ʃtə̃nvˈɔ̃ːɲ# | *#ʃtə̃nvˈɔ̃ːɲ# | *#ʃtənvˈɔɲ# | *#ʃtənvˈɔj# {GOLD: #ʃtəɾˈɔj#}
162    | #ˌekstrˈuːdoː# | *#ˌɛstrˈuːdoː# | *#ˌɛstrˈydø# | *#ʃtrˈyð# | *#ʃtɾˈyð# | *#ʃtɾˈyð# | *#ʃtɾˈyð# {GOLD: #ʃtɾˈyð#}
163    | #ˌeksˌunɡulˈɑːnioː# | *#ˌɛsˌʊnɡʊlˠˈɒːɲoː# | *#ˌɛsˌunɡulˠˈoɲø# | *#ʃˌũnɡulˠˈɔ̃ːɲ# | *#ʃˌũnɡulˠˈɔ̃ːɲ# | *#ʃˌunɡulˠˈɔɲ# | *#ʃunɡulˠˈɔj# {GOLD: #ʃuŋɡulˠˈɔj#}
164    | #ˌekswˌiɡilˈɑːnioː# | *#ˌɛswˌɪɡɪlˠˈɒːɲoː# | *#ˌɛswˌiɡilˠˈoɲø# | *#ʃwəɡəlˠˈɔ̃ːɲ# | *#ʃwəɡəlˠˈɔ̃ːɲ# | *#ʃwəɡəlˠˈɔɲ# | *#ʃwəɡəlˠˈɔj# {GOLD: #zɟˈɔj#}
165    | #ˈeːkʰum# | *#ˈeːkʊ# | *#ˈeku# | *#ˈɛk# | *#ˈɛk# | *#ˈɛk# | *#ˈɛk# {GOLD: #jˈɛh#}
166    | #ˌelˈeɡiːɑ# | *#ˌɛlˈɛɡjɑ# | *#ˌɛlˈɛɡjɑ# | *#lˈiɟ# | *#lˈiɟ# | *#lˈiɟ# | *#lˈiɟ# {GOLD: #lˈiɟɛ#}
167    | #ˌeleːmˈosynɑ# | *#ˌɛleːmˈɔsɪnɑ# | *#ˌɛlemˈosinɑ# | *#lə̃mˈuːʃĩnə# | *#lə̃mˈuːʃĩnə# | *#ləmˈuʃinə# | *#ləmˈuʃinə# {GOLD: #ləmˈɔʃtəɾ#}
168    | #ˌepˌiskˈopum# | *#ˌɛpˌɪskˈɔpʊ# | *#ˌɛpˌiskˈopu# | *#pəʃkˈɔp# | *#pəʃkˈɔp# | *#pəʃkˈɔp# | *#pəʃkˈɔp# {GOLD: #pɛʃkˈɔp#}
169    | #ˌepˈiskopum# | *#ˌɛpˈɪskɔpʊ# | *#ˌɛpˈeskopu# | *#pˈɛːʃkɔp# | *#pˈɛːʃkɔp# | *#pˈɛʃkɔp# | *#pˈɛʃkɔp# {GOLD: #upˈɛʃkəp#}
170    | #ˌeːrˌɑːdikˈɑːnioː# | *#ˌeːrˌɑːdɪkˈɒːɲoː# | *#ˌerˌɑdikˈoɲø# | *#rˌaðəkˈɔ̃ːɲ# | *#ɾˌaðəkˈɔ̃ːɲ# | *#ɾˌaðəkˈɔɲ# | *#ɾaðəkˈɔj# {GOLD: #rəɟˈɔj#}
171    | #ˈeːremum# | *#ˈeːrɛmʊ# | *#ˈerɛmu# | *#ˈɛːrɛ̃m# | *#ˈɛːɾɛ̃m# | *#ˈɛɾɛm# | *#ˈɛɾɛm# {GOLD: #jˈɛɾm#}
172    | #ˌerˌeːmˈiːtum# | *#ˌɛrˌeːmˈiːtʊ# | *#ˌɛrˌemˈitu# | *#rə̃mˈit# | *#ɾə̃mˈit# | *#ɾəmˈit# | *#ɾəmˈit# {GOLD: #rəmˈit#}
173    | #ˌeːrˈiːkium# | *#ˌeːrˈiːkjʊ# | *#ˌerˈikju# | *#rˈic# | *#ɾˈic# | *#ɾˈic# | *#ɾˈic# {GOLD: #iɾˈic#}
174    | #ˌeruˈillɑ# | *#ˌɛrβˈɪlɑ# | *#ˌɛrβˈelɑ# | *#ərvˈɛːlə# | *#əɾvˈɛːlə# | *#əɾvˈɛlə# | *#əɾvˈɛlə# {GOLD: #rˈylə#}
175    | #ˈeːskɑm# | *#ˈeːskɑ# | *#ˈeskɑ# | *#ˈɛːʃkə# | *#ˈɛːʃkə# | *#ˈɛʃkə# | *#ˈɛʃkə# {GOLD: #ˈɛʃkə#}
176    | #ˌet# | *#ˌɛt# | *#ˌɛt# | *#tə# | *#tə# | *#tə# | *#tə# {GOLD: #ɛ#}
177    | #ˌeːwɑnɡˈelum# | *#ˌeːwɑnɡˈɛlˠʊ# | *#ˌeɑnɡˈɛlˠu# | *#ãnɟˈie̯lˠ# | *#ə̃nɟˈie̯lˠ# | *#ənɟˈie̯lˠ# | *#ənɟˈie̯lˠ# {GOLD: #uɲɟˈilˠ#}
178    | #fˈɑbrikɑ# | *#fˈɑbrɪkɑ# | *#fˈɑrkɑ# | *#fˈaːrkə# | *#fˈaːɾkə# | *#fˈaɾkə# | *#fˈaɾkə# {GOLD: #fˈaɾkə#}
179    | #fˌɑbrikˈɑːnioː# | *#fˌɑbrɪkˈɒːɲoː# | *#fˌɑrkˈoɲø# | *#fˌarkˈɔ̃ːɲ# | *#fˌaɾkˈɔ̃ːɲ# | *#fˌaɾkˈɔɲ# | *#faɾkˈɔj# {GOLD: #faɾkˈɔj#}
180    | #fˈɑːɡum# | *#fˈɑːɡʊ# | *#fˈɑɡu# | *#fˈaɡ# | *#fˈaɡ# | *#fˈaɡ# | *#fˈaɡ# {GOLD: #fˈaɡ#}
181    | #fˌɑllˈeːnioː# | *#fˌɑlˈɶːɲoː# | *#fˌɑlˈeɲø# | *#fˌalˈɛ̃ːɲ# | *#fˌalˈɛ̃ːɲ# | *#fˌalˈɛɲ# | *#falˈɛj# {GOLD: #fəjˈɛj#}
182    | #fˈɑllium# | *#fˈɑʎʊ# | *#fˈɑʎu# | *#fˈaːʎ# | *#fˈaːʎ# | *#fˈaj# | *#fˈaj# {GOLD: #fˈaj#}
183    | #fˌɑlkˈiːneɑ# | *#fˌɑlkˈiːɲɑ# | *#fˌɑlkˈiɲɑ# | *#fˌalcˈĩːɲə# | *#fˌalcˈĩːɲə# | *#fˌalcˈiɲə# | *#falcˈiɲə# {GOLD: #fəlcˈiɲə#}
184    | #fˌɑlkˈoːnem# | *#fˌɑlkˈoːnɛ# | *#fˌɑlkˈonɛ# | *#fˌaʎkˈuõ̯# | *#fˌaʎkˈuã̯# | *#fˌajkˈua̯# | *#fajkˈua̯# {GOLD: #fajkˈua̯#}
185    | #fˈɑkieːs# | *#fˈɑkjeː# | *#fˈɑkje# | *#fˈac# | *#fˈac# | *#fˈac# | *#fˈac# {GOLD: #fˈacɛ#}
186    | #fˌɑktˈuːrɑm# | *#fˌɑktˈuːrɑ# | *#fˌɑktˈyrɑ# | *#fˌaftˈyːrə# | *#fˌaftˈyːɾə# | *#fˌaftˈyɾə# | *#faftˈyɾə# {GOLD: #fytˈyɾə#}
187    | #fˈɑːmɑ# | *#fˈɑːmɑ# | *#fˈɑmɑ# | *#fˈãːmə# | *#fˈəːmə# | *#fˈəmə# | *#fˈəmə# {GOLD: #fˈamə#}
188    | #fˌɑmˈiliɑm# | *#fˌɑmˈɪʎɑ# | *#fˌɑmˈiʎɑ# | *#fˌãmˈiːʎə# | *#fˌə̃mˈiːʎə# | *#fəmˈijə# | *#fəmˈijə# {GOLD: #fəmˈijə#}
189    | #fˈɑmulum# | *#fˈɑmʊlˠʊ# | *#fˈɑmulˠu# | *#fˈãːmulˠ# | *#fˈəːmbulˠ# | *#fˈəmbulˠ# | *#fˈəmbulˠ# {GOLD: #fˈamulˠ#}
190    | #fˌɑːrinˈɑːnioː# | *#fˌɑːrɪnˈɒːɲoː# | *#fˌɑrinˈoɲø# | *#fˌarə̃nˈɔ̃ːɲ# | *#fˌaɾə̃ɾˈɔ̃ːɲ# | *#fˌaɾəɾˈɔɲ# | *#faɾəɾˈɔj# {GOLD: #fərˈɔj#}
191    | #fˌɑːrinˈɑːtɑ# | *#fˌɑːrɪnˈɑːtɑ# | *#fˌɑrinˈɑtɑ# | *#fˌarə̃nˈatə# | *#fˌaɾə̃ɾˈatə# | *#fˌaɾəɾˈatə# | *#faɾəɾˈatə# {GOLD: #fərˈatə#}
192    | #fˈɑrmɑkum# | *#fˈɑrmɑkʊ# | *#fˈɑrmɑku# | *#fˈaːrmak# | *#fˈaːɾmak# | *#fˈaɾmak# | *#fˈaɾmak# {GOLD: #fˈaɾmək#}
193    | #fˈɑskiɑm# | *#fˈɑskjɑ# | *#fˈɑskjɑ# | *#fˈaːʃc# | *#fˈaːʃc# | *#fˈaʃc# | *#fˈaʃc# {GOLD: #fˈaʃcə#}
194    | #fˌɑskiˈolɑm# | *#fˌɑskjˈɔlˠɑ# | *#fˌɑskjˈolˠɑ# | *#fˌaʃcˈɛːlˠə# | *#fˌaʃcˈɛːlˠə# | *#fˌaʃcˈɛlˠə# | *#faʃcˈɛlˠə# {GOLD: #fcˈɔlˠə#}
195    | #fˌolliˈolɑm# | *#fˌʊʎˈɔlˠɑ# | *#fˌuʎˈolˠɑ# | *#fˌuʎˈɔːlˠə# | *#fˌuʎˈɔːlˠə# | *#fˌujˈɔlˠə# | *#fujˈɔlˠə# {GOLD: #fjˈɔlˠə#}
196    | #fˌiːleːˈolɑm# | *#fˌiːʎˈɔlˠɑ# | *#fˌiʎˈolˠɑ# | *#fəʎˈɔːlˠə# | *#fəʎˈɔːlˠə# | *#fəjˈɔlˠə# | *#fəjˈɔlˠə# {GOLD: #fjˈɔlˠə#}
197    | #fˌɑbulˈɑːtioː# | *#fˌɑbʊlˠˈɑːtjoː# | *#fˌɑbulˠˈɑt͡ʃjø# | *#fˌavəlˠˈɛːs# | *#fˌavəlˠˈɛːs# | *#fˌavəlˠˈɛs# | *#favəlˠˈɛs# {GOLD: #flˈas#}
198    | #fˈɑːtum# | *#fˈɑːtʊ# | *#fˈɑtu# | *#fˈat# | *#fˈat# | *#fˈat# | *#fˈat# {GOLD: #fˈat#}
199    | #fˌɑwˈɑliɑm# | *#fˌɑwˈɑʎɑ# | *#fˌɑˈɑʎɑ# | *#fˈaːʎə# | *#fˈaːʎə# | *#fˈajə# | *#fˈajə# {GOLD: #fˈɛlə#}
200    | #fˌebruˈɑːrium# | *#fˌɛbrβˈɒːrʊ# | *#fˌɛbβˈoru# | *#fəbvˈuo̯r# | *#fəbvˈua̯ɾ# | *#fəbvˈua̯ɾ# | *#fəbvˈua̯ɾ# {GOLD: #fɾˈua̯ɾ#}
201    | #fˈeːminɑm# | *#fˈeːmɪnɑ# | *#fˈeminɑ# | *#fˈɛ̃ːmĩnə# | *#fˈɛ̃ːmĩnə# | *#fˈɛminə# | *#fˈɛminə# {GOLD: #fˈɛməɾ#}
202    | #fˌenˈestrɑm# | *#fˌɛnˈɛstrɑ# | *#fˌɛnˈɛstrɑ# | *#fə̃njˈɛːʃtrə# | *#fə̃njˈɛːʃtɾə# | *#fənjˈɛʃtɾə# | *#fənjˈɛʃtɾə# {GOLD: #fəɲˈɛʃtəɾ#}
203    | #fˌerrˈuskum# | *#fˌɛrːˈʊskʊ# | *#fˌɛrːˈusku# | *#fərːˈuːʃk# | *#fərˈuːʃk# | *#fərˈuʃk# | *#fərˈuʃk# {GOLD: #fɾˈuʃkə#}
