etID  | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk {GOLD} | Old North Tosk {GOLD} | Output {GOLD}
67     | #brˈokkɑ# | *#brˈɒkkɑ# | *#brˈokkɑ# | *#brˈokka# | *#bɾˈɔka# | *#bɾˈɔkə# | *#bɾˈɔkə# {GOLD: >*} | *#bɾˈɔkə# {GOLD: >*} | *#bɾˈɔkə# {GOLD: >*} | *#bɾˈɔkə# {GOLD: #pɾˈɔkə#}
68     | #brˈoːtɑkum# | *#brˈoːtɑkʊ# | *#brˈøtku# | *#brˈøtku# | *#bɾˈœtku# | *#bɾˈɛtk# | *#bɾˈɛtk# {GOLD: #bɾˈɛtək#} | *#bɾˈɛtk# {GOLD: >*} | *#bɾˈɛtk# {GOLD: #bɾˈɛtək#} | *#bɾˈɛtk# {GOLD: #bɾˈɛtk#}
69     | #brˈoːtɑskɑm# | *#brˈoːtɑskɑ# | *#brˈøskɑ# | *#brˈøska# | *#bɾˈœʃka# | *#bɾˈɛːʃkə# | *#bɾˈɛːʃkə# {GOLD: >*} | *#bɾˈɛːʃkə# {GOLD: >*} | *#bɾˈɛʃkə# {GOLD: >*} | *#bɾˈɛʃkə# {GOLD: #bɾˈɛʃkə#}
70     | #brˈoːskɑm# | *#brˈoːskɑ# | *#brˈøskɑ# | *#brˈøska# | *#bɾˈœʃka# | *#bɾˈɛːʃkə# | *#bɾˈɛːʃkə# {GOLD: >*} | *#bɾˈɛːʃkə# {GOLD: >*} | *#bɾˈɛʃkə# {GOLD: >*} | *#bɾˈɛʃkə# {GOLD: #bɾˈɛʃkə#}
71     | #brˈuːmɑm# | *#brˈuːmɑ# | *#brˈymɑ# | *#brˈyma# | *#bɾˈỹma# | *#bɾˈỹmə# | *#bɾˈỹmə# {GOLD: >*} | *#bɾˈỹmə# {GOLD: >*} | *#bɾˈymə# {GOLD: >*} | *#bɾˈymə# {GOLD: #bɾˈymə#}
72     | #bˈubɑlum# | *#bˈʊbɑlʊ# | *#bˈuβɑlu# | *#bˈualu# | *#bˈuɐlu# | *#bˈuːlˠ# | *#bˈuːlˠ# {GOLD: #bˈuo̯lˠ#} | *#bˈuːlˠ# {GOLD: >*} | *#bˈulˠ# {GOLD: >*} | *#bˈulˠ# {GOLD: #bˈua̯lˠ#}
73     | #bˌubulkˈeːnsum# | *#bˌʊbʊlkˈeːnsʊ# | *#bˌuβulkˈesu# | *#bˌuulcˈesu# | *#bəˌuːlcˈeʃu# | *#bˌulcˈɛːʃ# | *#bˌult͡ʃˈɛːʃ# {GOLD: >*} | *#bˌult͡ʃˈɛːʃ# {GOLD: >*} | *#bˌult͡ʃˈɛʃ# {GOLD: >*} | *#bult͡ʃˈɛʃ# {GOLD: #bult͡ʃˈɛʃ#}
74     | #bˌubˈulkum# | *#bˌʊbˈʊlkʊ# | *#bˌuβˈulku# | *#bˌuˈulku# | *#bəˈuːlku# | *#bˈuːlk# | *#bˈuːʎk# {GOLD: >*} | *#bˈuːʎk# {GOLD: #bˈuʎk#} | *#bˈujk# {GOLD: >*} | *#bˈujk# {GOLD: #bˈujk#}
75     | #bˌubˈulkiː# | *#bˌʊbˈʊlki# | *#bˌuβˈulki# | *#bˌuˈulcɪ# | *#bəˈuːlcɪ# | *#bˈuːlc# | *#bˈuːlc# {GOLD: >*} | *#bˈuːlc# {GOLD: >*} | *#bˈulc# {GOLD: >*} | *#bˈulc# {GOLD: #bˈulc#}
76     | #bˈuːfum# | *#bˈuːfʊ# | *#bˈufu# | *#bˈufu# | *#bˈufu# | *#bˈuːf# | *#bˈuːf# {GOLD: >*} | *#bˈuːf# {GOLD: >*} | *#bˈuf# {GOLD: >*} | *#bˈuf# {GOLD: #bˈuf#}
77     | #bˈullɑm# | *#bˈʊllɑ# | *#bˈulːɑ# | *#bˈulːa# | *#bˈulːa# | *#bˈuːlːə# | *#bˈuːlːə# {GOLD: >*} | *#bˈuːlːə# {GOLD: >*} | *#bˈulə# {GOLD: >*} | *#bˈulə# {GOLD: #bˈulə#}
78     | #bˈukkɑm# | *#bˈʊkkɑ# | *#bˈukkɑ# | *#bˈukka# | *#bˈuka# | *#bˈukə# | *#bˈukə# {GOLD: #bˈukə#} | *#bˈukə# {GOLD: >*} | *#bˈukə# {GOLD: >*} | *#bˈukə# {GOLD: #bˈukə#}
79     | #bˈuksum# | *#bˈʊksʊ# | *#bˈuksu# | *#bˈuksu# | *#bˈukʃu# | *#bˈuːʃ# | *#bˈuːʃ# {GOLD: >*} | *#bˈuːʃ# {GOLD: >*} | *#bˈuʃ# {GOLD: >*} | *#bˈuʃ# {GOLD: #bˈuʃ#}
80     | #bˈurɡum# | *#bˈʊrɡʊ# | *#bˈurɡu# | *#bˈurɡu# | *#bˈuɾɡu# | *#bˈuːɾɡ# | *#bˈuːɾɡ# {GOLD: >*} | *#bˈuːɾɡ# {GOLD: >*} | *#bˈuɾɡ# {GOLD: >*} | *#bˈuɾɡ# {GOLD: #bˈuɾɡ#}
81     | #bˈuttem# | *#bˈʊttɛ# | *#bˈuttɛ# | *#bˈuttɪ# | *#bˈutɪ# | *#bˈut# | *#bˈut# {GOLD: >*} | *#bˈut# {GOLD: >*} | *#bˈut# {GOLD: >*} | *#bˈut# {GOLD: #bˈut#}
82     | #dˈae̯monem# | *#dˈɛmʊnɛ# | *#dˈɛmunɛ# | *#dˈɛmɑ̃ɾ̃ɪ# | *#dˈɛ̃mɐɾ̃ɪ# | *#dˈɛ̃mɐɾ̃# | *#dˈɛ̃məɾ̃# {GOLD: #djˈɛ̃mə̃ɾ̃ə#} | *#dˈɛ̃məɾ̃# {GOLD: >*} | *#dˈɛməɾ# {GOLD: >*} | *#dˈɛməɾ# {GOLD: #djˈɛməɾ#}
83     | #dˌɑmnˈɑːnioː# | *#dˌɑmnˈɒːnju# | *#dˌɑmnˈoɲu# | *#dˌamnˈoɲu# | *#dˌãmnˈɔ̃ɲu# | *#dˌãnːˈɔ̃ɲ# | *#dˌãnːˈɔ̃ɲ# {GOLD: #dəmnˈɔ̃ɲ#} | *#dˌənˈɔ̃ɲ# {GOLD: >*} | *#dənˈɔɲ# {GOLD: >*} | *#dənˈɔj# {GOLD: #dənˈɔj#}
84     | #dˈɑmnum# | *#dˈɑmnʊ# | *#dˈɑmnu# | *#dˈamnu# | *#dˈãmnu# | *#dˈãm# | *#dˈãm# {GOLD: #dˈɑ̃ːm#} | *#dˈə̃m# {GOLD: >*} | *#dˈəm# {GOLD: >*} | *#dˈəm# {GOLD: #dˈəm#}
85     | #dˌeːbitˈɑːnioː# | *#dˌeːbʊtˈɒːnju# | *#dˌeβutˈoɲu# | *#dˌewutˈoɲu# | *#dˌeːətˈɔ̃ɲu# | *#dˌɛːtˈɔ̃ɲ# | *#dˌɛːtˈɔ̃ɲ# {GOLD: >*} | *#dˌɛːtˈɔ̃ɲ# {GOLD: #dɛtˈɔ̃ɲ#} | *#dˌɛtˈɔɲ# {GOLD: >*} | *#dɛtˈɔj# {GOLD: #dətˈɔj#}
86     | #dˌeːbitˈoːrem# | *#dˌeːbʊtˈɒrɛ# | *#dˌeβutˈorɛ# | *#dˌewutˈorɪ# | *#dˌeːətˈɔɾɪ# | *#dˌɛːtˈuo̯ɾ# | *#dˌɛːtˈuo̯ɾ# {GOLD: #dɛtˈuo̯ɾ#} | *#dˌɛːtˈua̯ɾ# {GOLD: >*} | *#dˌɛtˈua̯ɾ# {GOLD: #dɛtˈua̯ɾ#} | *#dɛtˈua̯ɾ# {GOLD: #dɛtˈua̯ɾ#}
87     | #dˌeːbitˌoːrˈitium# | *#dˌeːbʊtˈɒrɪt͡ʃjʊ# | *#dˌeβutˈoret͡ʃju# | *#dˌewutˈorɪt͡ʃu# | *#dˌeːətˈɔɾɪsu# | *#dˌɛːtˈɔːɾəs# | *#dˌɛːtˈɔːɾəs# {GOLD: >*} | *#dˌɛːtˈɔːɾəs# {GOLD: >*} | *#dˌɛtˈɔɾəs# {GOLD: #dətˈɔɾəs#} | *#dɛtˈɔɾəs# {GOLD: #dətˈɔɾəs#}
88     | #dˌeːbitˈuːrɑm# | *#dˌeːbʊtˈuːrɑ# | *#dˌeβutˈyrɑ# | *#dˌewutˈyra# | *#dˌeːətˈyɾa# | *#dˌɛːtˈyːɾə# | *#dˌɛːtˈyːɾə# {GOLD: >*} | *#dˌɛːtˈyːɾə# {GOLD: >*} | *#dˌɛtˈyɾə# {GOLD: >*} | *#dɛtˈyɾə# {GOLD: #dɛtˈyɾə#}
89     | #dˌeːlˌeːɡˈɑːnioː# | *#dˌeːlˌeːɡˈɒːnju# | *#dˌeleɡˈoɲu# | *#dˌelɪɡˈoɲu# | *#dɪlɪɡˈɔ̃ɲu# | *#dəlɡˈɔ̃ɲ# | *#dl̩ɡˈɔ̃ɲ# {GOLD: >*} | *#dl̩ɡˈɔ̃ɲ# {GOLD: >*} | *#dl̩ɡˈɔɲ# {GOLD: >*} | *#dəlɡˈɔj# {GOLD: #dəɾɡˈɔj#}
90     | #dˌeːlˌiːberˈɑːnioː# | *#dˌeːlˌibɛrˈɒːnju# | *#dˌelˌiβɛrˈoɲu# | *#dˌelˌiwɪrˈoɲu# | *#dɪlˌiːɾˈɔ̃ɲu# | *#dəlˌiːɾˈɔ̃ɲ# | *#dəlˌiːɾˈɔ̃ɲ# {GOLD: >*} | *#dəlˌiːɾˈɔ̃ɲ# {GOLD: >*} | *#dəlˌiɾˈɔɲ# {GOLD: >*} | *#dəliɾˈɔj# {GOLD: #dəliɾˈɔj#}
91     | #dˌeːkˌɑptˈɑːnioː# | *#dˌeːkˌɑptˈɒːnju# | *#dˌekˌɑptˈoɲu# | *#dˌekˌaptˈoɲu# | *#dɪkˌaptˈɔ̃ɲu# | *#dəkˌatˈɔ̃ɲ# | *#dəkˌatˈɔ̃ɲ# {GOLD: >*} | *#dəkˌatˈɔ̃ɲ# {GOLD: >*} | *#dəkˌatˈɔɲ# {GOLD: #dikətˈɔɲ#} | *#dəkatˈɔj# {GOLD: #diktˈɔj#}
92     | #dˌeːpˌenetrˈɑːnioː# | *#dˌeːpˌɛnɛtrˈɒːnju# | *#dˌepˌɛnɛtrˈoɲu# | *#dˌepˌɑ̃ɾ̃ɪtrˈoɲu# | *#dɪpˌɑ̃ɾ̃ɪtɾˈɔ̃ɲu# | *#dəpˌɑ̃ɾtˈɔ̃ɲ# | *#dəpˌãɾtˈɔ̃ɲ# {GOLD: >*} | *#dəpˌəɾtˈɔ̃ɲ# {GOLD: >*} | *#dəpəɾtˈɔɲ# {GOLD: >*} | *#dəpəɾtˈɔj# {GOLD: #dɛpəɾtˈɔj#}
93     | #dˌeːpˌositˈɑːnioː# | *#dˌeːpˌʊsɪtˈɒːnju# | *#dˌepˌustˈoɲu# | *#dˌepˌustˈoɲu# | *#dɪpəʃtˈɔ̃ɲu# | *#dəpəʃtˈɔ̃ɲ# | *#dəʃtˈɔ̃ɲ# {GOLD: >*} | *#dəʃtˈɔ̃ɲ# {GOLD: >*} | *#dəʃtˈɔɲ# {GOLD: >*} | *#dəʃtˈɔj# {GOLD: #dəʃtˈɔj#}
94     | #dˌeːrˌɑːmˈɑːnioː# | *#dˌeːrˌɑːmˈɒːnju# | *#dˌerˌɑmˈoɲu# | *#dˌerˌamˈoɲu# | *#dɪɾə̃mˈɔ̃ɲu# | *#dəɾə̃mˈɔ̃ɲ# | *#dɾ̩mˈɔ̃ɲ# {GOLD: >*} | *#dɾ̩mˈɔ̃ɲ# {GOLD: >*} | *#dɾ̩mˈɔɲ# {GOLD: >*} | *#dəɾmˈɔj# {GOLD: #dəɾmˈɔj#}
95     | #dˌeːsˌiːderˈɑːnioː# | *#dˌeːsˌidɛrˈɒːnju# | *#dˌesˌidɛrˈoɲu# | *#dˌesˌiðɪrˈoɲu# | *#dɪʃˌiːɾˈɔ̃ɲu# | *#dəʃˌiːɾˈɔ̃ɲ# | *#dəʃˌiːɾˈɔ̃ɲ# {GOLD: >*} | *#dəʃˌiːɾˈɔ̃ɲ# {GOLD: >*} | *#dəʃˌiɾˈɔɲ# {GOLD: >*} | *#dəʃiɾˈɔj# {GOLD: #dəʃiɾˈɔj#}
96     | #dˌeːsˌiːdˈeriɑm# | *#dˌeːsˌidˈɛrjɑ# | *#dˌesˌidˈɛrjɑ# | *#dˌesˌiðˈira# | *#dɪʃəˈiːɾa# | *#dəʃˈiːɾə# | *#dəʃˈiːɾə# {GOLD: >*} | *#dəʃˈiːɾə# {GOLD: >*} | *#dəʃˈiɾə# {GOLD: >*} | *#dəʃˈiɾə# {GOLD: #dəʃˈiɾə#}
97     | ... | ... | ... | *#dˌiˈawolu# | *#djˈaːɔlu# | *#djˈaːlˠ# | *#djˈaːlˠ# {GOLD: #djˈaːlˠ#} | *#djˈaːlˠ# {GOLD: #djˈaːlˠ#} | *#djˈalˠ# {GOLD: >*} | *#djˈalˠ# {GOLD: #djˈalˠ#}
98     | #diˈɑːnɑ# | *#d͡ʒjˈɑːnɑ# | *#d͡ʒjˈɑnɑ# | *#d͡ʒˈana# | *#zˈãɾ̃a# | *#zˈãɾ̃ə# | *#zˈãɾ̃ə# {GOLD: #zˈɑ̃ɾ̃ə#} | *#zˈə̃ɾ̃ə# {GOLD: >*} | *#zˈəɾə# {GOLD: >*} | *#zˈəɾə# {GOLD: #zˈəɾə#}
99     | #dˌiɡitˈɑːnioː# | *#dˌɪɡɪtˈɒːnju# | *#dˌeɡtˈoɲu# | *#dˌeɡtˈoɲu# | *#dɪɡtˈɔ̃ɲu# | *#dəftˈɔ̃ɲ# | *#dəftˈɔ̃ɲ# {GOLD: #dˌɪftˈɔ̃ɲ#} | *#dəftˈɔ̃ɲ# {GOLD: >*} | *#dəftˈɔɲ# {GOLD: >*} | *#dəftˈɔj# {GOLD: #dəftˈɔj#}
100    | #dˈiɡnɑ# | *#dˈɪŋnɑ# | *#dˈeŋnɑ# | *#dˈeŋna# | *#dˈẽŋna# | *#dˈɛ̃nːə# | *#dˈɛ̃nːə# {GOLD: >*} | *#dˈɛ̃nə# {GOLD: >*} | *#dˈɛnə# {GOLD: >*} | *#dˈɛnə# {GOLD: #dˈɛɲə#}
101    | #dˌiːriɡˈɑːnioː# | *#dˌirɪɡˈɒːnju# | *#dˌirɡˈoɲu# | *#dˌirɡˈoɲu# | *#dəɾɡˈɔ̃ɲu# | *#dəɾɡˈɔ̃ɲ# | *#dɾ̩ɡˈɔ̃ɲ# {GOLD: >*} | *#dɾ̩ɡˈɔ̃ɲ# {GOLD: >*} | *#dɾ̩ɡˈɔɲ# {GOLD: >*} | *#dəɾɡˈɔj# {GOLD: #dəɾɡˈɔj#}
102    | #dˌiːrˈeːktum# | *#dˌirˈeːktʊ# | *#dˌirˈeçtu# | *#dˌirˈejtu# | *#dɪɾˈejtu# | *#dəɾˈɛjt# | *#dəɾˈɛjt# {GOLD: #dəɾˈɛjt#} | *#dəɾˈɛjt# {GOLD: >*} | *#dɾˈɛjt# {GOLD: >*} | *#dɾˈɛjt# {GOLD: #dɾˈɛjt#}
103    | #dis# | *#dɪ# | *#de# | *#dɪ# | *#dɪ# | *#də# | *#də# {GOLD: >*} | *#də# {GOLD: >*} | *#də# {GOLD: >*} | *#də# {GOLD: #z#}
104    | #dˌiskˌɑbɑllikˈɑːnioː# | *#dˌɪskˌɑbɑllɪkˈɒːnju# | *#dˌiskˌɑβɑlːekˈoɲu# | *#dˌiskˌawalːɪkˈoɲu# | *#dɪʃkəˌaːlːɪkˈɔ̃ɲu# | *#dəʃkˌalːəkˈɔ̃ɲ# | *#ʃkˌalːəkˈɔ̃ɲ# {GOLD: >*} | *#ʃkˌalːkˈɔ̃ɲ# {GOLD: >*} | *#ʃkˌalkˈɔɲ# {GOLD: >*} | *#ʃkalkˈɔj# {GOLD: #ʃkalkˈɔj#}
105    | #dˌiskˌɑrrikˈɑːnioː# | *#dˌɪskˌɑrrɪkˈɒːnju# | *#dˌiskˌɑrrkˈoɲu# | *#dˌiskˌarkˈoɲu# | *#dɪʃkˌaɾkˈɔ̃ɲu# | *#dəʃkˌaɾkˈɔ̃ɲ# | *#ʃkˌaɾkˈɔ̃ɲ# {GOLD: >*} | *#ʃkˌaɾkˈɔ̃ɲ# {GOLD: >*} | *#ʃkˌaɾkˈɔɲ# {GOLD: >*} | *#ʃkaɾkˈɔj# {GOLD: #ʃkaɾkˈɔj#}
106    | #dˈiskɑ# | *#dˈɪskɑ# | *#dˈiskɑ# | *#dˈiska# | *#dˈiʃka# | *#dˈiːʃkə# | *#dˈiːʃkə# {GOLD: >*} | *#dˈiːʃkə# {GOLD: >*} | *#dˈiʃkə# {GOLD: >*} | *#dˈiʃkə# {GOLD: #dˈiʃkə#}
107    | #dˌiskwˌiritˈɑːnioː# | *#dˌɪskwˌɪrɪtˈɒːnju# | *#dˌiskˌyrtˈoɲu# | *#dˌiscˌyrtˈoɲu# | *#dɪʃcˌyːɾtˈɔ̃ɲu# | *#dəʃcˌyːɾtˈɔ̃ɲ# | *#ʃcˌyːɾtˈɔ̃ɲ# {GOLD: #t͡ʃcyɾətˈɔ̃ɲ#} | *#ʃcˌyːɾtˈɔ̃ɲ# {GOLD: >*} | *#ʃcˌyɾtˈɔɲ# {GOLD: >*} | *#ʃcyɾtˈɔj# {GOLD: #ʃcyɾtˈɔj#}
108    | #dˌiswˌeːlˈɑːnioː# | *#dˌɪswˌeːlˈɒːnju# | *#dˌiswˌelˈoɲu# | *#dˌizbˌulːˈoɲu# | *#dɪzbˌulːˈɔ̃ɲu# | *#dəzbˌulːˈɔ̃ɲ# | *#zbˌulːˈɔ̃ɲ# {GOLD: >*} | *#zbˌulːˈɔ̃ɲ# {GOLD: >*} | *#zbˌulˈɔɲ# {GOLD: >*} | *#zbulˈɔj# {GOLD: #zbulˈɔj#}
109    | #mˌodestikˈɑːnioː# | *#mˌʊdɛstɪkˈɒːnju# | *#mˌudɛstekˈoɲu# | *#mˌuðɪstɪkˈoɲu# | *#mˌuðɪʃtɪkˈɔ̃ɲu# | *#mˌuʃtəkˈɔ̃ɲ# | *#mˌuʃtəkˈɔ̃ɲ# {GOLD: >*} | *#mˌuʃtəkˈɔ̃ɲ# {GOLD: >*} | *#mˌuʃtəkˈɔɲ# {GOLD: >*} | *#muʃtəkˈɔj# {GOLD: #muʃtəkˈɔj#}
110    | #dˌolˈeːnioː# | *#dˌʊlˈeːnju# | *#dˌulˈeɲu# | *#dˌulˈeɲu# | *#dˌulˈẽɲu# | *#dˌəlˠˈɛ̃ɲ# | *#dˌəlˠˈɛ̃ɲ# {GOLD: >*} | *#dˌəlˠˈɛ̃ɲ# {GOLD: >*} | *#dəlˠˈɛɲ# {GOLD: >*} | *#dəlˠˈɛj# {GOLD: #dəlˠˈɛj#}
111    | #dˌolˈoːrem# | *#dˌʊlˈoːrɛ# | *#dˌulˈørɛ# | *#dˌulˈørɪ# | *#dˌulˈœɾɪ# | *#dˌəlˠˈye̯ɾ# | *#dˌəlˠˈye̯ɾ# {GOLD: #dulˠˈyø̯#} | *#dˌəlˠˈye̯ɾ# {GOLD: >*} | *#dəlˠˈye̯ɾ# {GOLD: #dulˠˈye̯#} | *#dəlˠˈye̯ɾ# {GOLD: #dulˠˈye̯#}
112    | #edˌoːnˈɑːnioː# | *#ɛdˌunˈɒːnju# | *#ɛdˌunˈoɲu# | *#ðˌunˈoɲu# | *#ðˌũnˈɔ̃ɲu# | *#ðˌũnˈɔ̃ɲ# | *#ðˌũnˈɔ̃ɲ# {GOLD: >*} | *#ðˌunˈɔ̃ɲ# {GOLD: >*} | *#ðˌunˈɔɲ# {GOLD: >*} | *#ðunˈɔj# {GOLD: #ðuɾˈɔj#}
113    | #drˈɑkiː# | *#drˈɑki# | *#drˈɑki# | *#drˈecɪ# | *#dɾˈecɪ# | *#dɾˈɛc# | *#dɾˈɛc# {GOLD: >*} | *#dɾˈɛc# {GOLD: >*} | *#dɾˈɛc# {GOLD: >*} | *#dɾˈɛc# {GOLD: #dɾˈɛc#}
114    | #drˌɑnkˈoːnem# | *#drˌɑnkˈɒːnɛ# | *#drˌɑnkˈonɛ# | *#drˌankˈonɪ# | *#dɾə̃nkˈɔ̃ɾ̃ɪ# | *#dɾə̃nɡˈũo̯# | *#dɾə̃ŋɡˈũo̯# {GOLD: #dɾˌãnkˈuo̯#} | *#dɾəŋɡˈũa̯# {GOLD: >*} | *#dɾəŋɡˈua̯# {GOLD: >*} | *#dɾəŋɡˈua̯# {GOLD: #dɾaɡˈua̯#}
115    | #drˈiːnum# | *#drˈinʊ# | *#drˈinu# | *#drˈinu# | *#dɾˈĩnu# | *#dɾˈĩː# | *#dɾˈĩː# {GOLD: #dɾˈĩː#} | *#dɾˈĩː# {GOLD: ...} | ... {GOLD: ...} | ... {GOLD: ...}
116    | #drˌiwˈɑstum# | *#drˈiwɑstʊ# | *#drˈiwɑstu# | *#drˈiwastu# | *#dɾˈiːʃtu# | *#dɾˈiːʃt# | *#dɾˈiːʃt# {GOLD: #dɾˈiʃt#} | *#dɾˈiːʃt# {GOLD: >*} | *#dɾˈiʃt# {GOLD: >*} | *#dɾˈiʃt# {GOLD: #dɾˈiʃt#}
117    | #dˈukem# | *#dˈʊkɛ# | *#dˈukɛ# | *#dˈucɪ# | *#dˈucɪ# | *#dˈuc# | *#dˈuc# {GOLD: >*} | *#dˈuc# {GOLD: >*} | *#dˈuc# {GOLD: >*} | *#dˈuc# {GOLD: #dˈuc#}
118    | #dˌuplikˈɑːnioː# | *#dˌʊplɪkˈɒːnju# | *#dˌuplekˈoɲu# | *#dˌuplɪkˈoɲu# | *#dˌuplɪkˈɔ̃ɲu# | *#dˌulpəkˈɔ̃ɲ# | *#dˌulpəkˈɔ̃ɲ# {GOLD: #dˌulpəkˈɔ̃ɲ#} | *#dˌulpəkˈɔ̃ɲ# {GOLD: >*} | *#dˌulpəkˈɔɲ# {GOLD: >*} | *#dulpəkˈɔj# {GOLD: #dulpəkˈɔj#}
119    | ... | ... | ... | *#dˌurˈɒɲɔ# | *#dˌuɾˈɒ̃ɲɔ# | *#dˌuɾˈɒ̃ɲ# | *#dˌuɾˈɔ̃ɲ# {GOLD: >*} | *#dˌuɾˈɔ̃ɲ# {GOLD: >*} | *#dˌuɾˈɔɲ# {GOLD: >*} | *#duɾˈɔj# {GOLD: #duɾˈɔj#}
120    | #ˌeːdˌiktˈɑːnioː# | *#ˌeːdˌɪktˈɒːnju# | *#ˌedˌektˈoɲu# | *#hˌeðˌektˈoɲu# | *#hˌeðɪktˈɔ̃ɲu# | *#hˌɛtˈɔ̃ɲ# | *#hˌɛtˈɔ̃ɲ# {GOLD: >*} | *#hˌɛtˈɔ̃ɲ# {GOLD: >*} | *#hˌɛtˈɔɲ# {GOLD: >*} | *#hɛtˈɔj# {GOLD: #hɛtˈɔj#}
121    | ... | ... | *#ˌɛkklˈesjɑ# | *#kklˈisa# | *#klˈiʃa# | *#klˈiːʃə# | *#kʎˈiːʃə# {GOLD: #kʎˈiʃə#} | *#kʎˈiːʃə# {GOLD: >*} | *#kˈiʃə# {GOLD: >*} | *#cˈiʃə# {GOLD: #kˈiʃə#}
122    | #ˌekkum# | *#ˌɛkkʊ# | *#ˌɛkku# | *#kku# | *#ku# | *#kə# | *#kə# {GOLD: >*} | *#kə# {GOLD: >*} | *#kə# {GOLD: >*} | *#kə# {GOLD: #kə#}
123    | #ˌeksˈɑːminɑ# | *#ˌɛsˈɑːmɪnɑ# | *#ˌɛsˈemenɑ# | *#sˈemɑ̃ɾ̃a# | *#ʃˈẽmɐɾ̃a# | *#ʃˈɛ̃mɐɾ̃ə# | *#ʃˈɛ̃məɾ̃ə# {GOLD: >*} | *#ʃˈɛ̃məɾ̃# {GOLD: >*} | *#ʃˈɛməɾ# {GOLD: >*} | *#ʃˈɛməɾ# {GOLD: #ʃˈɛmə#}
124    | #ˌeksˌɑmputˈɑːnioː# | *#ˌɛsˌɑmpʊtˈɒːnju# | *#ˌɛsˌɑmptˈoɲu# | *#sˌamtˈoɲu# | *#ʃˌãmtˈɔ̃ɲu# | *#ʃˌãmtˈɔ̃ɲ# | *#ʃˌãmtˈɔ̃ɲ# {GOLD: >*} | *#ʃˌəmtˈɔ̃ɲ# {GOLD: >*} | *#ʃəmtˈɔɲ# {GOLD: >*} | *#ʃəmtˈɔj# {GOLD: #ʃəmtˈɔj#}
125    | #ˌeksˌɑnimˈɑːnioː# | *#ˌɛsˌɑnɪmˈɒːnju# | *#ˌɛsˌɑnemˈoɲu# | *#sˌɑ̃ɾ̃ɪmˈoɲu# | *#ʃˌɑ̃ɾ̃ɪ̃mˈɔ̃ɲu# | *#ʃˌɑ̃mːˈɔ̃ɲ# | *#ʃˌãmːˈɔ̃ɲ# {GOLD: >*} | *#ʃˌəmˈɔ̃ɲ# {GOLD: >*} | *#ʃəmˈɔɲ# {GOLD: >*} | *#ʃəmˈɔj# {GOLD: #ʃəmˈɔj#}
126    | #ˌeksˈemplum# | *#ˌɛsˈɛmplʊ# | *#ˌɛsˈɛmplu# | *#sˈɛmplu# | *#ʃˈɛ̃mplu# | *#ʃˈɛ̃mbl# | *#ʃˈɛ̃mbulˠ# {GOLD: >*} | *#ʃˈɛ̃mbulˠ# {GOLD: >*} | *#ʃˈɛmbulˠ# {GOLD: >*} | *#ʃˈɛmbulˠ# {GOLD: #ʃˈɛmbulˠ#}
127    | #ˌeksˈempulum# | *#ˌɛsˈɛmpʊlʊ# | *#ˌɛsˈɛmpulu# | *#sˈɛmpulu# | *#ʃˈɛ̃mpulu# | *#ʃˈɛ̃mbulˠ# | *#ʃˈɛ̃mbulˠ# {GOLD: >*} | *#ʃˈɛ̃mbulˠ# {GOLD: >*} | *#ʃˈɛmbulˠ# {GOLD: >*} | *#ʃˈɛmbulˠ# {GOLD: #ʃˈɛmbulˠ#}
128    | #ˌekshonorˈɑːnioː# | *#ˌɛshʊnʊrˈɒːnju# | *#ˌɛsunurˈoɲu# | *#sɑ̃ɾ̃urˈoɲu# | *#ʃə̃ɾ̃əɾˈɔ̃ɲu# | *#ʃə̃ndəɾˈɔ̃ɲ# | *#ʃndəɾˈɔ̃ɲ# {GOLD: >*} | *#ʃndəɾˈɔ̃ɲ# {GOLD: >*} | *#ʃndɾˈɔɲ# {GOLD: >*} | *#t͡ʃndɾˈɔj# {GOLD: #t͡ʃndəɾˈɔj#}
129    | #ˌeksˈiɡnioː# | *#ˌɛsˈɪŋnju# | *#ˌɛsˈeŋɲu# | *#sˈeŋɲu# | *#ʃˈẽŋɲu# | *#ʃˈɛ̃ŋ# | *#ʃˈɛ̃ŋɡ# {GOLD: #ʃˈĩj#} | *#ʃˈɛ̃ŋɡ# {GOLD: >*} | *#ʃˈɛŋɡ# {GOLD: >*} | *#ʃˈɛŋɡ# {GOLD: #ʃˈij#}
130    | #ˌekskˌɑbɑllikˈɑːnioː# | *#ˌɛskˌɑbɑllɪkˈɒːnju# | *#ˌɛskˌɑβɑlːekˈoɲu# | *#skˌawalːɪkˈoɲu# | *#ʃkəˌaːlːɪkˈɔ̃ɲu# | *#ʃkˌalːəkˈɔ̃ɲ# | *#ʃkˌalːəkˈɔ̃ɲ# {GOLD: >*} | *#ʃkˌalːkˈɔ̃ɲ# {GOLD: >*} | *#ʃkˌalkˈɔɲ# {GOLD: >*} | *#ʃkalkˈɔj# {GOLD: #ʃkalkˈɔj#}
